ID,FiltRaces,QuestTitle_lang,BulletText_lang,UniqueBitFlag,ConditionID,FiltActiveQuest,FiltClasses,FiltCompletedQuestLogic,FiltMaxFactionID,FiltMaxFactionValue,FiltMinFactionID,FiltMinFactionValue,FiltMinSkillID,FiltMinSkillValue,FiltNonActiveQuest,BreadCrumbID,StartItem,WorldStateExpressionID,QuestInfoID,ContentTuningID,CovenantID,Field_9_0_2_36206_022,Flags[0],Flags[1],Flags[2],FiltCompletedQuest[0],FiltCompletedQuest[1],FiltCompletedQuest[2]
41844,-1,WANTED: Sekhan,,26362,47899,0,-1,0,0,0,0,0,0,0,0,0,0,20549,109,347,0,3,3735872,0,0,0,0,0
41855,-1,Stand Up to Bullies,,22879,48602,0,-1,0,0,0,0,0,0,0,0,0,0,18991,115,347,0,3,3735808,0,0,0,0,0
41857,-1,Neltharion's Lair: Stonedark Slaves,,22910,42902,0,-1,0,0,0,0,0,0,0,0,0,0,19009,137,347,0,3,35193088,0,2,0,0,0
41860,-1,Dealing with Satyrs,,22908,48602,0,-1,0,0,0,0,0,0,0,0,0,0,19002,115,347,0,3,3735808,0,0,0,0,0
41861,-1,Meet The Maw,,22909,48602,0,-1,0,0,0,0,0,0,0,0,0,0,19004,115,347,0,3,3735808,0,0,0,0,0
41862,-1,Only Pets Can Prevent Forest Fires,,22911,48602,0,-1,0,0,0,0,0,0,0,0,0,0,19007,115,347,0,3,3735808,0,0,0,0,0
41864,-1,Neltharion's Lair: Crystalline Crusher,,22913,42253,0,-1,0,0,0,0,0,0,0,0,0,0,19010,137,347,0,3,35193088,0,2,0,0,0
41865,-1,Neltharion's Lair: Mother of Stone,,22914,42253,0,-1,0,0,0,0,0,0,0,0,0,0,19011,137,347,0,3,35193088,0,2,0,0,0
41866,-1,Neltharion's Lair: Blighted Bat,,22915,42253,0,-1,0,0,0,0,0,0,0,0,0,0,19012,137,347,0,3,35193088,0,2,0,0,0
41881,-1,Fight Night: Heliosus,,22931,38948,0,-1,0,0,0,0,0,0,0,0,0,0,19018,115,347,0,3,3735808,0,0,0,0,0
41886,-1,Fight Night: Rats!,,22942,38948,0,-1,0,0,0,0,0,0,0,0,0,0,19019,115,347,0,3,3735808,0,0,0,0,0
41895,-1,The Master of Pets,,22951,41007,0,-1,0,0,0,0,0,0,0,0,0,0,19038,115,347,0,3,3735808,0,0,0,0,0
41896,-1,Operation Murloc Freedom,,26246,47901,0,-1,0,0,0,0,0,0,0,0,0,0,20198,113,347,0,3,590080,0,0,0,0,0
41902,-1,Gain Currency,,26357,21439,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,347,0,3,3735552,131200,0,0,0,0
41914,-1,Clear the Catacombs,,22968,38948,0,-1,0,0,0,0,0,0,0,0,0,0,19091,115,347,0,3,3735808,0,0,0,0,0
41925,-1,Razing Hel,,22986,39338,0,-1,0,0,0,0,0,0,0,0,0,0,19093,109,347,0,3,41484544,8192,0,0,0,0
41926,-1,Returning Champion,,23022,47897,0,-1,0,0,0,0,0,0,0,0,0,0,19094,109,347,0,3,41484544,8192,0,41694,0,0
41927,-1,Ruining the Runewood,,23026,47897,0,-1,0,0,0,0,0,0,0,0,0,0,19095,109,347,0,3,41484544,8192,0,41694,0,0
41930,-1,Valor Calls,,22998,47897,0,-1,0,0,0,0,0,0,0,0,0,0,19097,109,347,0,3,41484544,8192,0,41694,0,0
41931,-1,Mana Tap,,22992,38948,0,-1,0,0,0,0,0,0,0,0,0,0,19096,115,347,0,3,3735808,0,0,0,0,0
41935,-1,Beasts of Burden,,23002,48602,0,-1,0,0,0,0,0,0,0,0,0,0,19109,115,347,0,3,3735808,0,0,0,0,0
41936,-1,You Have Been Challenged,,23013,47897,0,-1,0,0,0,0,0,0,0,0,0,0,19120,109,347,0,3,37290240,8192,0,0,0,0
41938,-1,Brothers of Skovald,,23018,47897,0,-1,0,0,0,0,0,0,0,0,0,0,19128,109,347,0,3,37290240,0,0,0,0,0
41944,-1,Jarrun's Ladder,,23028,47897,0,-1,0,0,0,0,0,0,0,0,0,0,19131,115,347,0,3,3735808,0,0,0,0,0
41948,-1,All Pets Go to Heaven,,23033,48602,0,-1,0,0,0,0,0,0,0,0,0,0,19144,115,347,0,3,3735808,0,0,0,0,0
41949,-1,The Drekirjar Return,,23045,47897,0,-1,0,0,0,0,0,0,0,0,0,0,19134,109,347,0,3,37290240,0,0,0,0,0
41950,-1,Cry More Thunder!,,25514,47310,0,-1,0,0,0,0,0,0,0,0,0,0,19135,109,347,0,3,37290240,0,0,0,0,0
41955,-1,Bloodline of Stone,,23053,47895,0,-1,0,0,0,0,0,0,0,0,0,0,19143,109,347,0,3,41484544,0,0,0,0,0
41956,-1,Petrified Acolytes,,23054,47895,0,-1,0,0,0,0,0,0,0,0,0,0,19260,109,347,0,3,41484544,0,0,0,0,0
41958,-1,"Oh, Ominitron",,23059,48602,0,-1,0,0,0,0,0,0,0,0,0,0,19147,115,347,0,3,3735808,0,0,0,0,0
41961,-1,Black Rook Holdings,,23062,47893,0,-1,0,0,0,0,0,0,0,0,0,0,19149,109,347,0,3,37290240,0,0,0,0,0
41962,-1,Black Rook Guard,,23063,47895,0,-1,0,0,0,0,0,0,0,0,0,0,19150,109,347,0,3,34144512,0,0,0,0,0
41964,-1,Poisoned Waters,,23065,47895,0,-1,0,0,0,0,0,0,0,0,0,0,19145,109,347,0,3,37290240,8192,0,0,0,0
41965,-1,Lunarwing Liberation,,23067,47895,0,-1,0,0,0,0,0,0,0,0,0,0,19152,109,347,0,3,37290240,0,0,0,0,0
41980,-1,Temple Defense,,23082,47895,0,-1,0,0,0,0,0,0,0,0,0,0,19178,109,347,0,3,37290240,0,0,0,0,0
41983,-1,[NYI] Bear Necessities,,23086,47899,0,-1,0,0,0,0,0,0,0,0,0,0,19172,109,347,0,3,3735808,0,0,0,0,0
41984,-1,The Creeping Mists,,23120,47897,0,-1,0,0,0,0,0,0,0,0,0,0,19169,109,347,0,3,41484544,8192,0,0,0,0
41990,-1,Chopped,,23100,41007,0,-1,0,0,0,0,0,0,0,0,0,0,19176,115,347,0,3,3735808,0,0,0,0,0
41992,-1,Twisted Ash,,23105,47895,0,-1,0,0,0,0,0,0,0,0,0,0,19179,109,347,0,3,37290240,0,0,0,0,0
41995,-1,Dark Corruption,,23110,47895,0,-1,0,0,0,0,0,0,0,0,0,0,19181,109,347,0,3,37290240,0,0,0,0,0
41996,-1,Tangled Nightmare,,23117,47895,0,-1,0,0,0,0,0,0,0,0,0,0,19182,109,347,0,3,37290240,0,0,0,0,0
42004,-1,Ghostship,,23140,47897,0,-1,0,0,0,0,0,0,0,0,0,0,19184,109,347,0,3,37290240,0,0,0,0,0
42013,-1,The Helmouth,,23148,47896,0,-1,0,0,0,0,0,0,0,0,0,0,19190,109,347,0,3,37290240,0,0,0,0,0
42014,-1,A Tainted Vintage,,23149,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19192,109,347,0,3,37290240,0,0,41694,0,0
42015,-1,Threads of Fate,,23150,38948,0,-1,0,0,0,0,0,0,0,0,0,0,19194,115,347,0,3,3735808,0,0,0,0,0
42018,-1,Those Beyond Redemption,,23152,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19196,109,347,0,3,37290240,0,0,41694,0,0
42019,-1,Tip the Scales,,23153,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19197,109,347,0,3,37290240,0,0,41694,0,0
42021,-1,Investigation at Mak'rana,,23154,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19198,109,347,0,3,37290240,0,0,41694,0,0
42022,-1,The Broken Academy,,23155,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19199,109,347,0,3,37290240,2,0,41694,0,0
42023,-1,Black Rook Rumble,,23465,47895,0,-1,0,0,0,0,0,0,0,0,0,0,18197,113,347,0,3,3735808,0,0,0,0,0
42024,-1,A Friend of My Enemy,,23156,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19200,136,347,0,3,37290240,0,0,41694,0,0
42025,-1,Bareback Brawl,,23464,47897,0,-1,0,0,0,0,0,0,0,0,0,0,18199,113,347,0,3,3735808,0,0,0,0,0
42026,-1,Faronaar in Ruin,,23158,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19201,109,347,0,3,577831176,8192,0,41694,0,0
42027,-1,Faronaar in Chaos,,23157,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19202,109,347,0,3,577831176,8192,0,41694,0,0
42028,-1,Into the Nightmare,,23164,47895,0,-1,0,0,0,0,0,0,0,0,0,0,19203,109,347,0,3,41484544,8192,0,0,0,0
42062,-1,Fight Night: Stitches Jr. Jr.,,23194,38948,0,-1,0,0,0,0,0,0,0,0,0,0,19221,115,347,0,3,3735808,0,0,0,0,0
42063,-1,Size Doesn't Matter,,23195,48602,0,-1,0,0,0,0,0,0,0,0,0,0,19222,115,347,0,3,3735808,0,0,0,0,0
42064,-1,It's Illid... Wait.,,23196,48602,0,-1,0,0,0,0,0,0,0,0,0,0,19223,115,347,0,3,3735808,0,0,0,0,0
42067,-1,"All Howl, No Bite",,23199,47897,0,-1,0,0,0,0,0,0,0,0,0,0,19225,115,347,0,3,3735808,0,0,0,0,0
42070,-6184943489809468494,Warden Tower Assault: Starstalker's Point,,24386,47895,0,-1,0,0,0,0,0,0,0,0,0,0,18630,113,347,0,3,37290240,0,0,0,0,0
42071,-1,Honoring the Past,,23217,41005,0,-1,0,0,0,0,0,0,0,0,0,0,19242,109,347,0,3,37290240,0,0,0,0,0
42075,-1,Botanical Backlash,,23207,47895,0,-1,0,0,0,0,0,0,0,0,0,0,19227,109,347,0,3,41484544,8192,0,0,0,0
42076,-1,Shadowfen Village,,23208,47895,0,-1,0,0,0,0,0,0,0,0,0,0,19236,109,347,0,3,37290240,0,0,0,0,0
42077,-1,Waking Nightmares,,23209,47895,0,-1,0,0,0,0,0,0,0,0,0,0,19240,109,347,0,3,41484544,0,0,0,0,0
42080,-1,Bastion of Bradensbrook,,23216,47895,0,-1,0,0,0,0,0,0,0,0,0,0,19241,109,347,0,3,41484544,8192,0,0,0,0
42082,-1,The Shattered Locus,,23221,45613,0,-1,0,0,0,0,0,0,0,0,0,0,19244,109,347,0,3,41484544,8192,0,0,0,0
42086,-1,The Feltotem,,23233,47899,0,-1,0,0,0,0,0,0,0,0,0,0,19246,109,347,0,3,37290240,0,0,41694,0,0
42087,-1,Green Horror,,23237,47895,0,-1,0,0,0,0,0,0,0,0,0,0,19245,109,347,0,3,37290240,8192,0,0,0,0
42089,-1,The Fallen Ones,,23239,45058,0,-1,0,0,0,0,0,0,0,0,0,0,19248,109,347,0,3,37290240,0,0,0,0,0
42090,-1,Skittering Subjects,,23242,45058,0,-1,0,0,0,0,0,0,0,0,0,140916,19250,109,347,0,3,37290240,8192,0,0,0,0
42094,-1,Keepers of the Dream,,23247,47895,0,-1,0,0,0,0,0,0,0,0,0,0,19249,109,347,0,3,34144512,0,0,0,0,0
42095,-1,Nightmare Dragon,,23251,47895,0,-1,0,0,0,0,0,0,0,0,0,0,19251,0,347,0,3,34144512,0,0,0,0,0
42099,-1,Bounty Quest Test,,23261,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,128,798,0,3,33554440,131072,0,0,0,0
42101,-1,Language of the Lost,,23272,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19255,109,347,0,3,37290240,0,0,41694,0,0
42105,-1,Mixology Mix-up,,23277,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19257,109,347,0,3,37290240,0,0,41694,0,0
42108,-1,Rally the Nightwatchers,,23279,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19261,109,347,0,3,37290240,8192,0,41694,0,0
42109,-1,Bounty Quest Test 2,,23261,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,128,798,0,3,33554440,131072,0,0,0,0
42111,-1,Aggressive Reconnaisance,,23281,41005,0,-1,0,0,0,0,0,0,0,0,0,0,19262,109,347,0,3,37290240,0,0,0,0,0
42112,-1,The Withered Return,,23282,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19263,109,347,0,3,37290240,0,0,41694,0,0
42119,-1,A Cleansing Cocktail,,23290,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19288,109,347,0,3,37290240,0,0,41694,0,0
42123,-1,Reclaiming Llothien,,23298,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19305,109,347,0,3,37290240,0,0,41694,0,0
42124,-1,Hags and Hexes,,23300,47895,0,-1,0,0,0,0,0,0,0,0,0,0,19306,109,347,0,3,37290240,8192,0,0,0,0
42145,-1,Out of the Woodwork,,23330,47895,0,-1,0,0,0,0,0,0,0,0,0,0,19325,109,347,0,3,37290240,8192,0,0,0,0
42146,-1,Dazed and Confused and Adorable,,23331,48602,0,-1,0,0,0,0,0,0,0,0,0,0,19331,115,347,0,3,3735808,0,0,0,0,0
42148,-1,The Wine's Gone Bad,,23334,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19336,115,347,0,3,3735808,0,0,0,0,0
42150,-1,Kal'delar Naga Incursion,,23339,47895,0,-1,0,0,0,0,0,0,0,0,0,0,19340,109,347,0,3,37290240,0,0,0,0,0
42151,-1,Clear the Skies,,23340,45619,0,-1,0,0,0,0,0,0,0,0,0,0,19341,109,347,0,3,41484544,8192,0,0,0,0
42154,-1,Help a Whelp,,23341,48602,0,-1,0,0,0,0,0,0,0,0,0,0,19343,115,347,0,3,3735808,0,0,0,0,0
42159,-1,Training with the Nightwatchers,,23343,48602,0,-1,0,0,0,0,0,0,0,0,0,0,19347,115,347,0,3,3735808,0,0,0,0,0
42160,-1,Unwelcome Visitors,,23344,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19350,109,347,0,3,37290240,8192,0,41694,0,0
42165,-1,Azsuna Specimens,,23345,48602,0,-1,0,0,0,0,0,0,0,0,0,0,19385,115,347,0,3,3735808,0,0,0,0,0
42169,-1,Left for Dead,,25395,45618,0,-1,0,0,0,0,0,0,0,0,0,0,19356,109,347,0,3,37290240,0,0,0,0,0
42172,-1,Leyhollow Infestation,,23356,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19366,109,347,0,3,37290240,8192,0,41694,0,0
42173,-1,Electrosnack,,23361,47897,0,-1,0,0,0,0,0,0,0,0,0,0,19367,109,347,0,3,41484544,8192,0,41694,0,0
42174,-1,Champions of Elune,,23359,39947,0,-1,0,0,0,0,0,0,0,0,0,0,19352,109,347,0,3,39387392,0,0,39992,0,0
42176,-1,Rise of Skovald,,23371,47897,0,-1,0,0,0,0,0,0,0,0,0,0,19353,109,347,0,3,40435968,8192,0,41694,0,0
42177,-1,Reclaiming Morheim,,23368,47897,0,-1,0,0,0,0,0,0,0,0,0,0,19369,109,347,0,3,41484544,8192,0,41694,0,0
42178,-1,Shock Absorber,,23388,42474,0,-1,0,0,0,0,0,0,0,0,0,0,19370,109,347,0,3,41484544,8192,0,41694,0,0
42182,-6184943489809468494,To Battle!,,23387,47897,0,-1,0,0,0,0,0,0,0,0,0,0,19376,109,347,0,3,37290240,0,0,41694,0,0
42183,6130900294268439629,To Battle!,,24987,47897,0,-1,0,0,0,0,0,0,0,0,0,0,19376,109,347,0,3,37290240,0,0,41694,0,0
42190,-1,Wildlife Conservationist,,23399,48602,0,-1,0,0,0,0,0,0,0,0,0,0,19392,115,347,0,3,3735808,0,0,0,0,0
42209,-1,Freeing the Taken,,23856,41006,0,-1,0,0,0,0,0,0,0,0,0,0,19381,135,347,0,3,41615616,0,0,0,0,0
42211,-1,Leodrath's Kin,,23423,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19382,109,347,0,3,37290240,8192,0,41694,0,0
42239,-1,Halls of Valor: The Bear King,,23440,42253,0,-1,0,0,0,0,0,0,0,0,0,0,19308,137,347,0,3,35193088,0,2,0,0,0
42240,-1,Halls of Valor: Ponderous Poaching,,23441,42253,0,-1,0,0,0,0,0,0,0,0,0,0,19307,137,347,0,3,35193088,0,2,0,0,0
42241,-1,Halls of Valor: A Worthy Challenge,,23442,42253,0,-1,0,0,0,0,0,0,0,0,0,0,19286,137,347,0,3,35193088,0,2,0,0,0
42242,-1,Halls of Valor: A Gift for Vethir,,23443,42902,0,-1,0,0,0,0,0,0,0,0,0,0,19314,137,347,0,3,35193088,0,2,0,0,0
42243,-1,Halls of Valor: Deeds of the Past,,23446,42902,0,-1,0,0,0,0,0,0,0,0,0,0,19394,137,347,0,3,35193088,0,2,0,0,0
42269,-1,The Soultakers,,23448,45690,0,-1,0,0,0,0,0,0,0,0,0,0,19404,112,347,0,3,37290304,0,0,0,0,0
42270,-1,Scourge of the Skies,,23452,45690,0,-1,0,0,0,0,0,0,0,0,0,0,19405,112,347,0,3,37290304,0,0,0,0,0
42274,-1,Won't Anyone Think of the Whelps?,,23456,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19429,109,347,0,3,37290240,0,0,0,0,0
42275,-1,Not On My Watch,,23457,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19430,109,347,0,3,37290240,0,0,0,0,0
42276,-1,"Disgusting, but Useful",,23458,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19431,109,347,0,3,37290240,0,0,0,0,0
42277,-1,Interlopers!,,23459,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19432,109,347,0,3,37290240,0,0,0,0,0
42373,-1,Vengeance for the Stonedark,,23512,74379,0,-1,5,0,0,0,0,0,0,0,0,0,0,0,333,0,3,38338560,0,32768,39391,39425,39588
42431,-1,The Brood of Nithogg,,23584,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,990,0,3,38338560,8192,32768,0,0,0
42442,-1,Fight Night: Amalia,,23593,38948,0,-1,0,0,0,0,0,0,0,0,0,0,19474,115,347,0,3,3735808,0,0,0,0,0
42506,-1,Tomes of Yore,,23645,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19483,109,347,0,3,37290240,0,0,0,0,0
42511,-1,Twisted Souls,,23651,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19486,109,347,0,3,37290240,0,0,0,0,0
42620,-1,WANTED: Arcavellus,,23753,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19736,109,347,0,3,3735872,0,0,0,0,0
42623,-1,Piracy Doesn't Pay,,23757,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19514,109,347,0,3,37290240,0,0,0,0,0
42624,-1,Heads of the Fleet,,23758,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19515,109,347,0,3,37290240,0,0,0,0,0
42631,-1,WANTED: Inquisitor Tivos,,23762,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19740,109,347,0,3,3735872,0,0,0,0,0
42633,-1,WANTED: Vorthax,,23766,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19741,109,347,0,3,3735872,0,0,0,0,0
42636,-1,WANTED: Arcanist Shal'iman,,23767,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19735,109,347,0,3,3735872,0,0,0,0,0
42652,-1,Ancient Exemplars,,23832,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19554,111,347,0,3,37290240,0,0,0,0,0
42711,-1,The Eternal Mages,,23834,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19555,109,347,0,3,37290240,0,0,0,0,0
42712,-1,Eye of Azshara: Termination Claws,,23838,42253,0,-1,0,0,0,0,0,0,0,0,0,0,19547,137,347,0,3,35193088,0,2,0,0,0
42713,-1,Eye of Azshara: Slug It Out,,23843,42253,0,-1,0,0,0,0,0,0,0,0,0,0,19548,137,347,0,3,35193088,0,2,0,0,0
42714,-1,Darkheart Thicket: Mythana,,23849,42253,0,-1,0,0,0,0,0,0,0,0,0,0,18130,137,347,0,3,37290240,0,2,0,0,0
42723,-1,Eye of Azshara: A Tough Shell,,23858,42253,0,-1,0,0,0,0,0,0,0,0,0,0,19549,137,347,0,3,35193088,0,2,0,0,0
42725,-1,Sharing the Wealth,,23867,41006,0,-1,0,0,0,0,0,0,0,0,0,0,19582,135,347,0,3,37290240,0,0,0,0,0
42742,-1,Darkheart Thicket: Rage Rot,,23887,42253,0,-1,0,0,0,0,0,0,0,0,0,0,18131,137,347,0,3,37290240,0,2,0,0,0
42743,-1,Darkheart Thicket: Kudzilla,,23886,42253,0,-1,0,0,0,0,0,0,0,0,0,0,18132,137,347,0,3,37290240,0,2,0,0,0
42744,-1,Darkheart Thicket: Preserving the Preservers,,23885,42902,0,-1,0,0,0,0,0,0,0,0,0,0,19552,137,347,0,3,37290240,0,2,0,0,0
42745,-1,Darkheart Thicket: A Burden to Bear,,23884,42902,0,-1,0,0,0,0,0,0,0,0,0,0,19583,137,347,0,3,37290240,0,2,0,0,0
42746,-1,Eye of Azshara: Dread End,,23890,42902,0,-1,0,0,0,0,0,0,0,0,0,0,19550,137,347,0,3,35193088,0,2,0,0,0
42755,-1,Eye of Azshara: Azsunian Pearls,,24902,42902,0,-1,0,0,0,0,0,0,0,0,0,0,19551,137,347,0,3,35193088,0,2,0,0,0
42757,-1,Maw of Souls: Menace of the Seas,,23906,42253,0,-1,0,0,0,0,0,0,0,0,0,0,19573,137,347,0,3,35193088,0,2,0,0,0
42764,-1,Court of Stars: Wraith in the Machine,,23914,45063,0,-1,0,0,0,0,0,0,0,0,0,0,19589,137,347,0,3,35193088,0,2,0,0,0
42769,-1,Court of Stars: Bring Me the Eyes,,23932,45063,0,-1,0,0,0,0,0,0,0,0,0,0,19590,137,347,0,3,35193088,0,2,0,0,0
42779,-1,The Sleeping Corruption,,23946,45690,0,-1,0,0,0,0,0,0,0,0,0,0,19597,112,347,0,3,37290304,0,0,0,0,0
42780,-1,Maw of Souls: From Hell's Mouth,,23929,42253,0,-1,0,0,0,0,0,0,0,0,0,0,19574,137,347,0,3,35193088,0,2,0,0,0
42781,-1,Court of Stars: Disarming the Watch,,23903,45063,0,-1,0,0,0,0,0,0,0,0,0,0,19591,137,347,0,3,35193088,0,2,0,0,0
42783,-1,Court of Stars: They Bloom at Night,,23933,45063,0,-1,0,0,0,0,0,0,0,0,0,0,19592,137,347,0,3,35193088,0,2,0,0,0
42784,-1,Court of Stars: The Deceitful Student,,23934,45063,0,-1,0,0,0,0,0,0,0,0,0,0,19593,137,347,0,3,35193088,0,2,0,0,0
42785,-1,DANGER: Den Mother Ylva,,23943,47897,0,-1,0,0,0,0,0,0,0,0,0,0,19598,136,347,0,3,37290304,0,0,0,0,0
42788,-1,Maw of Souls: Return of the Beast,,23959,42253,0,-1,0,0,0,0,0,0,0,0,0,0,19575,137,347,0,3,35193088,0,2,0,0,0
42795,-1,WANTED: Sanaar,,23963,38948,0,-1,0,0,0,0,0,0,0,0,0,0,20477,109,347,0,3,3735872,0,0,0,0,0
42796,-1,WANTED: Broodmother Shu'malis,,23964,38948,0,-1,0,0,0,0,0,0,0,0,0,0,20470,109,347,0,3,3735872,0,0,0,0,0
42797,-1,DANGER: Scythemaster Cil'raman,,25420,38948,0,-1,0,0,0,0,0,0,0,0,0,0,19187,136,347,0,3,3735872,0,0,0,0,0
42798,-1,DANGER: Huntress Estrid,,23968,47897,0,-1,0,0,0,0,0,0,0,0,0,0,19604,136,347,0,3,37290304,0,0,0,0,0
42799,-1,DANGER: Oglok the Furious,,23965,38948,0,-1,0,0,0,0,0,0,0,0,0,0,19610,136,347,0,3,3735872,0,0,0,0,0
42806,-1,"DANGER: Fjorlag, the Grave's Chill",,23981,47897,0,-1,0,0,0,0,0,0,0,0,0,0,19618,136,347,0,3,37290304,0,0,0,0,0
42819,-1,Pocket Wizard,,23996,45690,0,-1,0,0,0,0,0,0,0,0,0,0,19627,112,347,0,3,37290304,0,0,0,0,0
42820,-1,DANGER: Aegir Wavecrusher,,23998,47897,0,-1,0,0,0,0,0,0,0,0,0,0,19632,136,347,0,3,37290304,0,0,0,0,0
42830,-1,Pest Management,,24041,41007,0,-1,0,0,0,0,0,0,0,0,0,0,19642,135,347,0,3,37421312,0,0,0,0,0
42859,-1,A Draught of Hope,,24163,41006,0,-1,0,0,0,0,0,0,0,0,0,0,19687,135,347,0,3,41484544,0,0,0,0,0
42861,-1,"DANGER: Boulderfall, the Eroded",,24048,47897,0,-1,0,0,0,0,0,0,0,0,0,0,19646,136,347,0,3,37290304,0,0,0,0,0
42864,-1,DANGER: Captain Dargun,,24053,47897,0,-1,0,0,0,0,0,0,0,0,0,0,19647,136,347,0,3,37290304,0,0,0,0,0
42870,-1,DANGER: Kathaw the Savage,,24061,47895,0,-1,0,0,0,0,0,0,0,0,0,0,19655,136,347,0,3,37290304,0,0,0,0,0
42880,-1,Meeting their Quota,,24073,41007,0,-1,0,0,0,0,0,0,0,0,0,0,19657,135,347,0,3,37290240,0,0,0,0,0
42922,-1,Vault of the Wardens: Startup Sequence,,24104,42902,0,-1,0,0,0,0,0,0,0,0,0,0,19666,137,347,0,3,35193088,0,2,0,0,0
42923,-1,Vault of the Wardens: Energy Transfer,,24105,42902,0,-1,0,0,0,0,0,0,0,0,0,0,9855,137,347,0,3,35193088,0,2,0,0,0
42924,-1,Vault of the Wardens: A Grim Matter,,24112,42902,0,-1,0,0,0,0,0,0,0,0,0,0,19668,137,347,0,3,35193088,0,2,0,0,0
42925,-1,Vault of the Wardens: What Lurks Beneath,,24113,42253,0,-1,0,0,0,0,0,0,0,0,0,0,9855,137,347,0,3,35193088,0,2,0,0,0
42926,-1,Vault of the Wardens: How'd He Get Up There?,,24114,42253,0,-1,0,0,0,0,0,0,0,0,0,0,19670,137,347,0,3,35193088,0,2,0,0,0
42927,-1,DANGER: Malisandra,,24131,47895,0,-1,0,0,0,0,0,0,0,0,0,0,19663,136,347,0,3,37290304,0,0,0,0,0
42953,-1,DANGER: Soulbinder Halldora,,24142,47897,0,-1,0,0,0,0,0,0,0,0,0,0,19673,136,347,0,3,37290304,0,0,0,0,0
42962,-1,Secret Correspondence,,24156,41006,0,-1,0,0,0,0,0,0,0,0,0,137299,19677,135,347,0,3,37421312,6,0,0,0,0
42963,-1,DANGER: Rulf Bonesnapper,,24158,47897,0,-1,0,0,0,0,0,0,0,0,0,0,19678,136,347,0,3,37290304,0,0,0,0,0
42964,-1,DANGER: Lagertha,,24159,47897,0,-1,0,0,0,0,0,0,0,0,0,0,19639,136,347,0,3,37290304,0,0,0,0,0
42969,-1,A Spy in Our Midst,,24161,41006,0,-1,0,0,0,0,0,0,0,0,0,0,19685,135,347,0,3,41484544,2,0,0,0,0
42991,-1,DANGER: Runeseer Sigvid,,24186,47897,0,-1,0,0,0,0,0,0,0,0,0,0,19690,136,347,0,3,37290304,0,0,0,0,0
43027,-1,DANGER: Mortiferous,,24224,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19697,136,347,0,3,37290304,0,0,0,0,0
43040,-1,DANGER: Valakar the Thirsty,,24255,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19698,136,347,0,3,37290304,0,0,0,0,0
43059,-1,DANGER: Fjordun,,24254,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19699,136,347,0,3,37290304,0,0,0,0,0
43063,-1,DANGER: Stormfeather,,24707,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19700,136,347,0,3,37290304,0,0,0,0,0
43072,-1,DANGER: The Whisperer,,24267,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19702,136,347,0,3,37290304,0,0,0,0,0
43079,-1,DANGER: Immolian,,24706,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19703,136,347,0,3,37290304,0,0,0,0,0
43091,-1,DANGER: Arcanor Prime,,24289,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19706,136,347,0,3,37290304,0,0,0,0,0
43098,-1,DANGER: Marblub the Massive,,24295,47901,0,-1,0,0,0,0,0,0,0,0,0,0,19707,136,347,0,3,37290304,0,0,0,0,0
